glassdoor (1)
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
1.0,3 Dec 2018,worst bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW23673687.htm,Marketing officer,"Former employee, less than 1 year",no pros only cons are there,sales target worst transfer policy,Show more,Mangloona,,
1.0,5 Jul 2019,Probationary Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW27809785.htm,Anonymous employee,"Former employee, more than 1 year","Secured job
Fixed years to get promotion","Mindless postings
Work environment in some branches is very difficult
Lack of Proffesionalism",Show more,,,
1.0,9 Mar 2021,Typical public-sector work environment!,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW43744713.htm,Manager,"Former employee, more than 5 years",,,,Bengaluru,Better work life balance than some private companies,People are really difficult to work with
1.0,18 Nov 2018,Pathetic,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW23466248.htm,Anonymous employee,Current employee,"Less pressure ,no target pressure ,many branches,friendly colleagues","Discrimination with employee, castism is there",Show more,,,
1.0,15 Apr 2020,Less value addition,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW32739484.htm,Officer,"Former employee, less than 1 year",,,,Mysore,"Respectable job, stable and secue","Poor HR, working conditions, job profile not defined"
1.0,12 Dec 2019,Wrst bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW30836686.htm,Officer,"Current employee, more than 3 years",,,,Bengaluru,Nothin positive. Everything against employees,Bnk with least allowance and wrst posting
1.0,21 May 2020,Rating,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW33292871.htm,Assistant manager,Current employee,,,,Belgaum,Job Security as it is government run organization,Public sector Pressure too much
1.0,31 Jan 2020,Avoid,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW31609716.htm,Company associate,"Current employee, more than 1 year",none i can think of,"Gender Baised
No upward communication
Backdated technology
slow decision making",Show more,Mumbai,,
4.0,18 Aug 2024,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW90190525.htm,Aml analyst,"Former contractor, less than 1 year",,,,"London, England",Good for learning at cbuk,Limited opportunity in Canara bank
1.0,3 Feb 2024,Salary review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW84025155.htm,Senior manager,"Former employee, more than 3 years",Some colleagues are good and helpful,"Long working hours, Weekend working",Show more,"London, England",,
5.0,24 Jun 2023,Best Bank to work wity,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW77683609.htm,Assistant manager,Former employee,,,,,More career opportunities since the promotion process is quick,Mergers and privatisation can make the work environment competitive
5.0,19 May 2023,nice bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76601264.htm,Clerical,"Current employee, more than 3 years",canara bank is one of the nice banks to work in. the transfer policy is amazing and the promotion policy is very transparent.,you might have to sit for long hours at a given point of time.,Show more,,,
4.0,17 Mar 2023,It was a nice and learnable,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74634783.htm,Full time bank teller,Former employee,"It was my first job so its very special to me i was very active to deal with day to day work , so i was looking after retail lending department and recovery and it was very knowledgeable and the staff around me was very sweet and accommodating",So i was working only in one department so i needed some change to update and collect new information,Show more,,,
3.0,13 Jun 2023,Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW77344563.htm,Kyc analyst,"Former contractor, more than 1 year",,,,"London, England",Flexible in terms of timings,micro management is done at various levels
3.0,24 May 2023,.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76731917.htm,Anonymous employee,"Former employee, more than 5 years",,,,Hong Kong,Work life balance at its best,Better pay scale required and career development
5.0,11 May 2023,Awesome,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW76322943.htm,Bank teller,Former employee,,,,,Very good to work with,Sometimes overworked May call on weekends without compensation
5.0,20 Feb 2023,Credit analyst exposure,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW73811520.htm,Commercial credit analyst,"Former employee, more than 10 years",Credit learning experience and self grooming.,Long sitting hours and specialisation not used effectively.,Show more,,,
5.0,20 Nov 2022,good work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71251022.htm,Anonymous employee,Former employee,established organization with a tenured job,no significant cons actually just that you may have to sit additional hours during year end which is normal everywhere,Show more,,,
5.0,14 Nov 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW71051144.htm,Anonymous employee,Former employee,,,,,Have a nice working culture,Struggle to meet short deadlines
5.0,15 Sept 2022,Best place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW69094381.htm,Financial analyst,Former employee,,,,,I have enjoyed working in Canara Bank and have learnt a lot.,good to work with bank
5.0,14 Aug 2022,Growth,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW67900538.htm,Fraud analyst (risk analyst),Former employee,,,,,"Regular growth within the organization, opportunity to learn as India's third largest bank.",Infrastructure in old branches need to workout
4.0,30 Jun 2022,Assisstant Manager/Officer at Canara Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66166309.htm,Assisstant manager,"Former employee, more than 5 years","* One of the top 3 nationalized banks in India
* Secure Job
*Numerous Benefits
*Opportunity for Growth
*Considerate HR","*Transferable
* No Work From Home Option
*Work Pressure depending on environment",Show more,,,
5.0,17 Jul 2022,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66806124.htm,Sales advisor,"Current intern, less than 1 year",,,,,Good culture and good management,Salary is not high enough
5.0,19 Jun 2022,Good Place to start Banking Career,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65735363.htm,Bank teller,Former employee,"Nationalized bank in India.
Policies and Regulations.",Working environment and branch management,Show more,,,
1.0,16 Feb 2022,Window Dressing job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW59790443.htm,Manager,"Former employee, more than 5 years","Good standing in society
Contacts with active businesses in your location
Up to date with developments within your location","No work life balance
Too much work load for the peanuts offered.
Unrealistic targets
Window dressing to show the figures advised instead of taking small but effective steps to achieve goals.
Understaffed
Too much of government schemes and third party products which have to be sold to customers at any cost.",Show more,,,
4.0,29 Jun 2012,fulfilling and promising career,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1670885.htm,Anonymous employee,"Former employee, more than 10 years",1.one of the best financial institutions of india  2. rich tradition of the Bank  3. carved a niche in the minds of the pople  4. career devt. opportunities,"accountability. however if one follows systems and procedures, need not worry.",Show more,,,
3.0,14 Jun 2012,"Overall a good company , but there is short brilliant mind at the top.",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1602240.htm,Junior management,"Current employee, more than 10 years",Canara Bank was One of the top most bank among the all the nationalised bank before 2000. The bank has solid base of banking culture.The customers are well satisfied with the services provided by the bank.,After 2000 Canara Bank has lost the way due some faulty decisions taken by the top management.,Show more,,,
5.0,25 Jun 2012,it's just amazing,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1646127.htm,Offcer assistant,"Current employee, more than 1 year",dream to be a banker  . this is an organisation where we can get promotion very fast by working hard,benifits given to the employees,Show more,,,
3.0,25 Oct 2012,always work with strain and stress,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2084241.htm,Anonymous employee,Current employee,"I am working since 35years.In the begining i twas very good.But ,now we have to work with bitternes.",Hundreds of good deeds by us will not compensate one mistake happened unwillingly.,Show more,,,
4.0,8 Jul 2012,employer review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1703757.htm,Anonymous employee,"Current employee, more than 10 years","1. good work atmosphere
2. very good HRD practice
3.branches across the country
4.well maintained training system
5.High level of culture and values","1. transfer policy is not employee centric
2. perks to staff not on part with the industry",Show more,,,
4.0,16 Jul 2020,It is one of the five biggest nationalized banks  in India.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW34268239.htm,Manager,"Current employee, more than 8 years",There are a variety of work opportunities and the number of branches give option to work anywhere in India.,Salary and promotion are not performance-based.,Show more,,,
5.0,31 Aug 2012,A good family surrounding,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1906025.htm,Anonymous employee,"Current employee, more than 3 years",Service and attending customer politeness,Attitude of customer morethan serive rendered,Show more,,,
4.0,9 Aug 2012,Altogether satisfactory,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1826404.htm,Anonymous employee,"Former employee, more than 10 years",Have a very good working culture - also a family spirit,work pressure is too much - no sufficient staff,Show more,,,
5.0,11 Sept 2020,Good organization to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW35846176.htm,Bank teller,Current employee,Customer focused and completely dedicated to uplift and serve customers,Prolonged working hours sometimes cause inconvenience,Show more,"Vancouver, BC",,
5.0,13 Jan 2013,happy with my institution,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2276147.htm,Anonymous employee,"Current employee, more than 10 years",largest bank in india and show much social obligation,scarcity in staff strength and retirement of seniors.,Show more,,,
3.0,9 Jun 2012,Handled marketing of banking & financial products to corporate clients,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1577623.htm,Investment officer,"Current employee, more than 1 year","Good Exposure, Strong Client Base, Brand Name in Market & it is PSU",Generation Gap is more in this organization,Show more,,,
5.0,10 Nov 2012,very much satisfied as sky is the limit to develop.,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2123987.htm,Anonymous employee,"Former employee, more than 10 years",Excellent Job satisfaction is there,work sincerely  No down slides.,Show more,,,
4.0,17 Oct 2015,Great place to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW8338289.htm,Anonymous employee,"Former employee, more than 1 year",Best place to serve and work culture is admirable,Occassional bottlenecks and hectic business days,Show more,"Atlanta, GA",,
4.0,17 Dec 2017,Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW18379100.htm,Officer,"Former employee, more than 8 years",,,,,"Competitive salary and perks, easy promotions, generally healthy work environment",Mismanagement of staff workload  and a bit late in introducing new/updated versions of tech products
3.0,30 Sept 2017,Its ok,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW17103120.htm,Probationary officer,"Former employee, less than 1 year",,,,,Stability      .   ..   .. .,Bad locations .  .   .   .
4.0,17 Oct 2021,Overall secure Job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW54102988.htm,Manager it,Current employee,"Public Sector Bank
Job Security
Promotion policy
Work in field of interest
One of largest Banks","Target Pressure
Work pressure
Working environment
Away from Home placements
Transfer policies",Show more,"Halifax, NS",,
4.0,18 Jan 2019,IT and Data Protection Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW24273927.htm,Anonymous employee,Former employee,Very friendly environment and nice location,Too many things to do per person,Show more,,,
3.0,5 Jul 2012,My experiece with Canara Bank is satisfactory,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1692196.htm,Anonymous employee,Current employee,,,,,"Good working conditions, suitable transfers",Suggestions from stafff to improve work are not much considered
5.0,27 Nov 2017,Intern,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW18078683.htm,Anonymous intern,Former intern,Good working environment at office.,none that I can think of,Show more,,,
3.0,26 Sept 2021,Corporate Credit analyst (Wholesale banking),https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW53102870.htm,Commercial credit analyst,Former employee,,,,"London, England",good learning experience with broad spectrum of client from different industry,work life balance not good
5.0,12 Oct 2017,Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW17308350.htm,Anonymous employee,Current employee,,,,,"Easy work, less tension, Very high work satisfaction",Branch allocations are not fair at times
4.0,2 Feb 2021,Great organisation to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW41835314.htm,Window operator,Former employee,,,,,"Allowances, job security and career growth","management, work pressure and work-life balance"
5.0,22 Mar 2018,Officer,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW19826463.htm,Anonymous employee,Former employee,,,,,"Job security, good allowances, more than 6000 branches","Politics at work, no fixed timings"
4.0,21 Nov 2012,good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW2152790.htm,Jmg scale ii,"Current employee, more than 10 years",,,,,recognises the good work done,requires more technology savour employees
3.0,1 Mar 2021,Ok!,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW43282316.htm,Analyst,Former employee,,,,"London, England",Just do the job and the team is small.,Short term goals. Gain experience
3.0,5 Jul 2012,Workaholic,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW1693314.htm,Probationary aeo,"Current employee, more than 1 year",,,,,"Job security, Highly active work life, Systematic life",Have to forget family life
