"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_responseLogo__9tv_M src","review-details_employerName__MLS_I","review-details_employerDate__XHTEv","review-details_isCollapsed__Bsg_9 3","expand-button_ExpandButton__FlBlZ 2"
"5.0","28 Feb 2023","Nice work place","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW74063242.htm","Technical team lead","Former employee","New learnings Open culture Employee Satisfaction Competitive salary","work life balance in recent years","","","","","","","","",""
"5.0","2 Mar 2023","Very good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW74139398.htm","Site reliability engineer","Former employee","Positive vibes among all team","Nothing is considered as negative","Phoenix, AZ","","","","","","","",""
"4.0","11 Feb 2023","Ui/ux designer","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW73534522.htm","Ui\ux designer","Former contractor","Lively and good place to Work at","No cons to review about the company","Miami, FL","","","","","","","",""
"4.0","16 Jan 2023","Good for career start","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW72677644.htm","Managers","Former employee, more than 5 years","","","","Good pay and incentives. Early career is good","No work life balance. Lot of pressure","Show more","https://media.glassdoor.com/sql/337306/info-edge-squareLogo-1671695672516.png","Info Edge Response","2y","Thank you for your feedback. We are happy that you feel comfortable sharing your positive and negative experiences. We will work on your feedback and take the necessary steps to make our employee’s journey with us more meaningful.","Show more"
"5.0","20 Jan 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW72832846.htm","Senior manager","Former employee","All good about the org","none that i could find","","","","","","","","",""
"1.0","25 Apr 2022","Don't join Jeevansathi as an Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW63219340.htm","Senior software engineer","Current employee","","","","When i joined 2 years ago this company was certainly the best. Missed old days.
On time salary","I joined Jeevansathi.com as a backend engineer because now I am an excel developer. Every single person, from HR to the EVP, is in the habit of misleading the applicants. At the time of taking the interview, you would be told that they need technical people. Once you get selected, you will end up with laborers working in Excel.

""Managers"" are egoists and consider you laborers. They will keep on calling you on your personal phone round the clock and will keep on forcing you to work.

Old-fashioned technologies are still in use, with no established processes in place. Repetitive work with no reward and recognition whatsoever with micromanagement happening leads to an unpleasant environment.

Toxic culture, micro management, zero trust on employees, poor bosses (no leaders just horrible bosses). Making life hell in WFH.","Show more","https://media.glassdoor.com/sql/337306/info-edge-squareLogo-1671695672516.png","Info Edge Response","2y","Thank you for sharing your experience at Infoedge. 

We deeply regret that your time with us didn't meet your expectations. Your feedback is invaluable, and we take it seriously. We are committed to creating a positive workplace and would appreciate the chance to learn more about your concerns. 

If you're open to it, please connect with our HR department at kumar.prachi@Naukri.com. We're dedicated to addressing your concerns and using your insights to make meaningful improvements.

Thank you for helping us grow through your feedback.","Show more"
"4.0","17 Dec 2022","Good work life","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW71946539.htm","Vice president","Current employee, less than 1 year","Balanced atmosphere and good leadership","Resistance to change and old ppl in the system","","","","","","","","",""
"4.0","19 Aug 2022","Good, stable company human touch","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW68127765.htm","Senior product manager","Former employee, more than 8 years","","","","1. Mixed bag. 
2. More good than not","1. some politiciking but where is it not
2. can do with more data based decision making","Show more","","","","",""
"4.0","10 Sept 2022","Middle East Market","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW68921623.htm","Sales manager - naukrigulf","Current employee, more than 3 years","Salary on time, Fixed timings and fixed off","Target job which is quarterly","","","","","","","","",""
"5.0","15 Aug 2022","great company for great proffessionals","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW67924550.htm","Deputy manager","Former employee, more than 3 years","","","Cochin, SK","very good company 
treats employees with respect
great incentive struture in sales","not much cons for infoedge","Show more","","","","",""
"3.0","17 Jul 2022","Low salary to current & old employees","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW66807450.htm","Manager","Former employee, more than 8 years","","","","Work life balance , Supportive management","Low salary to old employees & no salary band . Could be possible sr. executive taking more salary than Manager","Show more","https://media.glassdoor.com/sql/337306/info-edge-squareLogo-1671695672516.png","Info Edge Response","2y","Thank you for sharing your experience at Infoedge. 

We deeply regret that your time with us didn't meet your expectations. Your feedback is invaluable, and we take it seriously. We are committed to creating a positive workplace and would appreciate the chance to learn more about your concerns. 

If you're open to it, please connect with our HR department at kumar.prachi@Naukri.com. We're dedicated to addressing your concerns and using your insights to make meaningful improvements.

Thank you for helping us grow through your feedback.","Show more"
"4.0","15 Aug 2022","Great company","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW67936370.htm","Anonymous employee","Current employee","","","","Friendly 
Ethical
Diverse 
Flexible
Just wow","No con as yet all is well","Show more","","","","",""
"3.0","9 Aug 2022","support","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW67724311.htm","Technical support","Former contractor","good work relations and pay as well","no medical cover for employees","Jinja, Jinja","","","","","","","",""
"4.0","22 Jul 2022","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW67046740.htm","Client service associate","Current employee, less than 1 year","","","Lahore","Very good employer
Very good employer","Job timing needs to work on","Show more","","","","",""
"4.0","11 Jul 2022","Senior associate","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW66555513.htm","Anonymous employee","Former employee, more than 1 year","Better working culture and flexibillity","Low salary and not an MNC","","","","","","","","",""
"4.0","27 Jun 2022","Good management","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW66004480.htm","Anonymous employee","Former employee","Good management style and good colleages","hours might be unstable for some","","","","","","","","",""
"4.0","30 Jun 2022","Good Place","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW66161508.htm","Linux systems engineer","Current employee","Good company to work on.","Nothing comments for this section.","","","","","","","","",""
"5.0","30 May 2022","Sr Zonal Manager Corporate Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW64867691.htm","Corporate sales","Former employee","","","","Great company to work
Management
Work culture","Flexibility
timings
rest all is good great company to work for.","Show more","","","","",""
"5.0","3 Mar 2022","Great team and work at Naukri.com","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW60578713.htm","Senior executive corporate sales","Current employee, less than 1 year","","","","1. The team is very helpful and friendly here.
2. Infoedge is a well reputed company which makes me feel proud to be a part of it
3. The job profile is quite good and interesting","There hasn't been any such cons that i have faced uptil now","Show more","","","","",""
"5.0","2 Jun 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW65010055.htm","Ict technician","Current intern","Excellent work place and training","None of them at all","","","","","","","","",""
"5.0","18 May 2022","...","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW64336620.htm","Anonymous employee","Former employee","Many pros like salary, type of work, teams","No cons as such it's a supportive company","","","","","","","","",""
"3.0","23 Mar 2022","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW61678802.htm","Senior executive","Current employee, less than 1 year","","","","Infoedge brand is very popular and it's profitable company and my experience was also good last 3 month","Environment little bit politics. People are helpful but not to much","Show more","","","","",""
"4.0","10 Mar 2022","Great environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW60955449.htm","Senior executive corporate sales","Current employee, more than 1 year","","","","Good incentive
Good track of record
Good background","Pressure 
Career growth
Guidance
Some what politics 
Unfair competition","Show more","","","","",""
"5.0","28 Mar 2022","All is well here","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW61861852.htm","Inside sales executive","Current employee, less than 1 year","","","","Very satisfied to work with this company.","Very difficult to find cons. We have to achieve Target and very reasonable target given","Show more","","","","",""
"5.0","14 Feb 2022","Fantastic place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW59672857.htm","Corporate sales manager","Current employee, more than 1 year","","","Dubai","The company is people oriented and cares about the talent they have carefully selected to be part of the team. 
They recognize and reward good performance. 
Strong feeling of Job Security even in tough times","Sales pressure definitely exists but rightfully so","Show more","","","","",""
"5.0","9 Mar 2022","Info Edge - a great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Info-Edge-RVW60900029.htm","Anonymous employee","Current employee, more than 10 years","","","","*Amazing Top Management
*Market Leadership
*Space to innovate & create a niche for self","*No major downsides in my view","Show more","","","","",""
